surveyYear,JobTitle__,RoleMultichoice
2020,Graduate research assistant,Academic/Teacher
2020,Graduate Research Assistant,Scientist
2020,Graduate Research Assistant,Scientist
2020,Graduate Researcher,Designer
2020,Graduate researcher,Scientist
2020,Graduate Researcher/PhD Candidate,Student
2020,Graduate Student,Academic/Teacher
2020,Graduate Student (PhD),Academic/Teacher
2020,Graduate Student Instructor / PhD Student,Academic/Teacher
2020,Graduate Student Researcher,Scientist
2020,Graduate teaching assistant,Student
2020,Graduate Teaching Assistant,Student
2020,Graphic & Web Designer,Designer
2020,Graphic design manager,Designer
2020,Graphic Design Project Manager,Designer
2020,Graphic Designer,Designer
2020,Graphic Designer,Designer
2020,Graphic Designer,Student
2020,Graphic designer,Designer
2020,Graphic Designer,Designer
2020,graphic designer,Designer
2020,Graphic Designer,Student
2020,Graphic Reporter,Journalist
2020,Graphics Editor,Journalist
2020,Graphics editor,Designer
2020,Graphics Editor,Journalist
2020,Graphics editor,Journalist
2020,graphics editor,Designer
2020,graphics editor,Journalist
2020,Graphics Reporter,Journalist
2020,"Graphics Reporter, Design",Developer
2020,Head Economist,
2020,Head of Advanced Data Visualization,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Assessments,Scientist
2020,Head of Bioinformatics,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Bioinformatics,Academic/Teacher
2020,Head of Data and Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Data and Insight,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Data Insights,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Data Science,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Data Strategy,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Data Visualisation,Analyst
2020,Head of Data Visualization team,Analyst
2020,Head of department,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Design,Designer
2020,Head of graphics,Journalist
2020,Head of Operational Excellence,"Leadership (Manager, Director, VP, etc.)"
2020,Head Of Research,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Research and Innovation,"Leadership (Manager, Director, VP, etc.)"
2020,Head of research unit,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Research Unit,Academic/Teacher
2020,Head of Strategy,"Leadership (Manager, Director, VP, etc.)"
2020,Head of Visual and Data Journalism,Journalist
2020,Head of Visualisation,"Leadership (Manager, Director, VP, etc.)"
2020,Head-FP&A,"Leadership (Manager, Director, VP, etc.)"
2020,Health  Informatics Officer,Analyst
2020,Health Research & Evaluation Coordinator,None of these describes my role
2020,"Health specialist, planner",Analyst
2020,HR Analytics Lead,"Leadership (Manager, Director, VP, etc.)"
2020,HR analytics specialist,Analyst
2020,I am currently studying to switch careers,
2020,ICT4D platform and knowledge management officer,None of these describes my role
2020,Impact & Evaluation Manager,Analyst
2020,impact and evaluation manager,Analyst
2020,Independent Consultant,Analyst
2020,Independent Consultant,Analyst
2020,Independent Data Visualization Designer,Designer
2020,"Independent designer, cartographer and data visualization",Designer
2020,Independent Developer,Developer
2020,Independent Evaluator,None of these describes my role
2020,Indie,"Leadership (Manager, Director, VP, etc.)"
2020,Individual entrepreneur,
2020,Infographic designer,Designer
2020,Infographic Journalist,"Leadership (Manager, Director, VP, etc.)"
2020,Infographics and Data Visualization Specialist,Designer
2020,Information & UX designer,Designer
2020,Information & UX designer,Designer
2020,Information Analyst II,Analyst
2020,Information and Communications Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Information architect,
2020,Information design & data visualization librarian,Academic/Teacher
2020,Information designer,Designer
2020,Information Designer,Journalist
2020,Information Designer,"Leadership (Manager, Director, VP, etc.)"
2020,Information Designer,Designer
2020,Information designer,Designer
2020,Information Designer,Designer
2020,Information Designer,Designer
2020,Information designer,Designer
2020,Information Designer,Designer
2020,Information designer,Designer
2020,Information Designer,Designer
2020,Information Designer,Designer
2020,Information Designer,Designer
2020,Information designer,Designer
2020,Information Graphics Designer,Designer
2020,Information Graphics Director,Designer
2020,Information Management Specialist,None of these describes my role
2020,Information Specialist,Academic/Teacher
2020,Ing,
2020,Innovation Consultant,
2020,Innovation Director,"Leadership (Manager, Director, VP, etc.)"
2020,Innovation Manager,
2020,Innovation manager,
2020,Insight engineer,Engineer
2020,Insight specialist,Analyst
2020,Institutional Research Analyst,Analyst
2020,Instructional Designer,Designer
2020,Instructor,Academic/Teacher
2020,Interaction Designer,Designer
2020,Interactive Project Manager,Cartographer
2020,Interim Digital Collections Librarian,None of these describes my role
2020,Intern Journalist,Student
2020,Investment Analyst,Analyst
2020,IT Applications Analyst,Analyst
2020,IT Manager,"Leadership (Manager, Director, VP, etc.)"
2020,IT Solution Consultant BI and Information Design,None of these describes my role
2020,IT Specialist,Academic/Teacher
2020,Journalist,Student
2020,journalist,
2020,journalist,Analyst
2020,Journalist Engineer,Engineer
2020,Journalist-Engineer,Journalist
2020,Junior data scientist,
2020,Junior Marketing & Communication Executive,None of these describes my role
2020,Junior Web Cartographer,Cartographer
2020,Lab Assistant,Developer
2020,Lead Business Analyst,Analyst
2020,Lead Business Data Analyst,Analyst
2020,Lead Business Intelligence Solutions Architect,Engineer
2020,Lead Data Analyst,Analyst
2020,Lead Data Analyst,Analyst
2020,Lead Data Engineer,"Leadership (Manager, Director, VP, etc.)"
2020,Lead Data Science Coach,Academic/Teacher
2020,Lead Data Scientist,Analyst
2020,Lead Data Visualisation Developer,Developer
2020,lead designer,Designer
2020,Lead designer,Designer
2020,Lead developer,Developer
2020,Lead Developer and Digital Projects Manager,Developer
2020,Lead Graphic Designer,Designer
2020,Lead software engineer,Engineer
2020,Lead Solution Engineer,Engineer
2020,Lead Specialist,Developer
2020,Leading economist,Analyst
2020,Learning & Evaluation Speciakiw,
2020,Learning and Evaluation Officer,Analyst
2020,Lecturer,Designer
2020,Lecturer,Teacher
2020,Lecturer,Academic/Teacher
2020,lecturer,Academic/Teacher
2020,Lecturer / Interactive Creative Director,"Leadership (Manager, Director, VP, etc.)"
2020,Lecturer/Industry Fellow,Academic/Teacher
2020,Librarian,Academic/Teacher
2020,Looking for Job Opportunities,
2020,Ls3,
2020,Machine Learning Engineer,Analyst
2020,Machine Learning Engineer,Developer
2020,Machine Learning Practitioner,Scientist
2020,main specialist,Teacher
2020,Management Analyst,Analyst
2020,Manager,Engineer
2020,manager,
2020,Manager,None of these describes my role
2020,Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Manager - Business Intelligence,"Leadership (Manager, Director, VP, etc.)"
2020,Manager Compliance Analytics,
2020,Manager of Data Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,Manager of Data Analytics,Analyst
2020,Manager of Data and Outcomes,"Leadership (Manager, Director, VP, etc.)"
2020,Manager of Digital Products and Engagement,"Leadership (Manager, Director, VP, etc.)"
2020,Manager Strategy and Engagement,Analyst
2020,"Manager, Analysis & Outcomes",Analyst
2020,"Manager, Analytics and Reporting",Developer
2020,"Manager, Business Insights & Analytics","Leadership (Manager, Director, VP, etc.)"
2020,"Manager, Data Visualization and Analytics","Leadership (Manager, Director, VP, etc.)"
2020,"Manager, Digital Experience","Leadership (Manager, Director, VP, etc.)"
2020,"Manager, Marketing Anlytics",Analyst
2020,"Manager, Technical Services","Leadership (Manager, Director, VP, etc.)"
2020,Managing Director,Analyst
2020,Managing Director,Analyst
2020,Managing Editor,Journalist
2020,Managing Editor - Production,"Leadership (Manager, Director, VP, etc.)"
2020,Market & Industry Analyst,Analyst
2020,Market Research Associate,Analyst
2020,Market Research Consultant,Analyst
2020,Market research expert,Analyst
2020,Marketing Business Intelligence Analyst,Analyst
2020,Marketing Lead,None of these describes my role
2020,Marketing Technology Consultant,"Leadership (Manager, Director, VP, etc.)"
2020,master teacher / head of data,Journalist
2020,MD & Founder,None of these describes my role
2020,Medical information,Analyst
2020,Medical Specialist / Consultant,None of these describes my role
2020,Medical Writer,
2020,Mel Manager,Analyst
2020,MERL officer,Analyst
2020,"Mgr, Development Business Operations Data","Leadership (Manager, Director, VP, etc.)"
2020,Monitoring and evaluation advisor,Analyst
2020,Monitoring and Evaluation Manager,Analyst
2020,Monitoring and Evaluation Manager,
2020,Monitoring developer/operator,Engineer
2020,Multimedia Editor,Journalist
2020,N/A,Student
2020,One-Man Show,Journalist
2020,Operational Reporting Lead,Analyst
2020,operations analyst,Analyst
2020,Operations Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Operations Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Operations Specialist,None of these describes my role
2020,Operations Specialist - Communications,Designer
2020,Optometrist,Student
2020,Owner - Data Science Consultant,Analyst
2020,Owner/Principal (of my own consulting company),Designer
2020,Paramedic,
2020,Partner,
2020,Partner,
2020,Partner,None of these describes my role
2020,Partner,Designer
2020,Partner,"Leadership (Manager, Director, VP, etc.)"
2020,Partner and Creative Director,"Leadership (Manager, Director, VP, etc.)"
2020,Partner Insights Analyst,Analyst
2020,People Analyst,Analyst
2020,People Analytics Specialist,Analyst
2020,People Strategy Analyst,Analyst
2020,Performance Analyst,Analyst
2020,Performance Improvement Coordinator,Analyst
2020,Performance Insights Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Personalization Analyst,Analyst
2020,PhD candidate,Academic/Teacher
2020,PhD Candidate,Academic/Teacher
2020,PhD Candidate,
2020,PhD Candidate,Designer
2020,PhD Candidate,Academic/Teacher
2020,PhD Candidate,Academic/Teacher
2020,PhD Candidate,Academic/Teacher
2020,PhD candidate,Scientist
2020,PhD Fellow,Academic/Teacher
2020,PhD Student,Academic/Teacher
2020,PhD Student,Student
2020,PhD student,Analyst
2020,PhD Student,Student
2020,PhD Student,Developer
2020,PhD student,Student
2020,PhD Student,Academic/Teacher
2020,PhD Student,Analyst
2020,PhD Student,Student
2020,PhD student,Analyst
2020,PhD student,Developer
2020,PhD. Student,Academic/Teacher
2020,planning analyst,Analyst
2020,Planning Data Analyst,Analyst
2020,Policy Analyst,Analyst
2020,Policy Analyst,Analyst
2020,Policy Analyst,Analyst
2020,Policy analyst,Analyst
2020,post doc,Academic/Teacher
2020,post-doc researcher,Academic/Teacher
2020,PostDoc Researcher,Engineer
2020,Postdoc researcher,Student
2020,Postdoctoral Fellow / Research Associate / Data Consultant,Analyst
2020,Postdoctoral Research Associate,Student
2020,Postdoctoral research fellow,Analyst
2020,Postdoctoral Research Fellow,Scientist
2020,Postdoctoral research scientist,Academic/Teacher
2020,Postdoctoral researcher,Academic/Teacher
2020,Postdoctoral Researcher,Academic/Teacher
2020,Postdoctoral researcher,
2020,Postdoctoral Scholar,Academic/Teacher
2020,Postdoctoral Scholar of Biology,
2020,Power Systems and Data Analytics Engineer,Engineer
2020,Practice Partner,"Leadership (Manager, Director, VP, etc.)"
2020,presently unemployed.,
2020,President and Improvement Catalyst,Analyst
2020,Principal,Scientist
2020,Principal,"Leadership (Manager, Director, VP, etc.)"
2020,Principal Analyst,Analyst
2020,Principal Business Analyst,Analyst
2020,Principal Consultant,Analyst
2020,Principal Consultant,Developer
2020,Principal Consultant,Designer
2020,Principal Consultant,"Leadership (Manager, Director, VP, etc.)"
2020,Principal Consultant,Teacher
2020,Principal data scientist,Engineer
2020,Principal Data Scientist,Scientist
2020,Principal Designer,Designer
2020,Principal Engineer,Analyst
2020,Principal Engineer,Engineer
2020,Principal Information Designer,None of these describes my role
2020,Principal Planning Analyst,Analyst
2020,Principal User Experience Designer,Designer
2020,Pro Tem Professor,Academic/Teacher
2020,Process Engineer,
2020,Procurement Analyst,Analyst
2020,producer,Analyst
2020,Product Analyst,Analyst
2020,Product Analyst,Analyst
2020,Product Analyst,Analyst
2020,Product Data Scientist,Analyst
2020,Product Design / Front-end Development,Designer
2020,Product designer,Designer
2020,Product Designer,Designer
2020,Product Designer,Designer
2020,Product Designer,
2020,Product Development Specialist,Designer
2020,Product Lead,Analyst
2020,Product Manager,None of these describes my role
2020,Product Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Product Manager,Designer
2020,Product Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Product Manager,Student
2020,Product_Data  Designer,Designer
2020,Profesor ayudante doctor (Assistant Lecturer),Academic/Teacher
2020,"Profesor Principal, Assistant Professor",Academic/Teacher
2020,Professor,Developer
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor,Teacher
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,professor,Academic/Teacher
2020,Professor,Academic/Teacher
2020,Professor and Division head,Academic/Teacher
2020,Professor and Epidemiologist,Analyst
2020,"Professor of computer science, emeritus",Academic/Teacher
2020,Professor of Practice,None of these describes my role
2020,Program Coordinator,Analyst
2020,Program Coordinator,None of these describes my role
2020,Program Data & Systems Manager,Analyst
2020,program director,None of these describes my role
2020,Program Director of the Math Department.,Academic/Teacher
2020,Program Evaluator,"Leadership (Manager, Director, VP, etc.)"
2020,Program Head - Data Visualization CoE,
2020,Program manager,Analyst
2020,Program Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Program Manager,Academic/Teacher
2020,Program Manager - Population Health,"Leadership (Manager, Director, VP, etc.)"
2020,Program Manager of Analytics,Analyst
2020,"Program Manager, Community Health Planning",Analyst
2020,"Program Manager, Monitoring, Evaluation & Learning",Analyst
2020,"Program manager, retired",
2020,"Program Manager, Trust and Safety",Academic/Teacher
2020,Programme assistant,
2020,Programme Finance Analyst,Analyst
2020,Programme Specialist - HIV/AIDS,
2020,Programmer Analyst,Analyst
2020,Programmer Analyst,Analyst
2020,Project Analyst,Analyst
2020,Project Analyst,Analyst
2020,Project and Policy Analyst,Analyst
2020,Project Assistant,Analyst
2020,project engineer,Engineer
2020,Project Evaluator,Analyst
2020,Project leader medchem,Scientist
2020,"Project Leader, Evaluation",None of these describes my role
2020,Project manager,
2020,Project Manager,Analyst
2020,Project manager,None of these describes my role
2020,Project Manager,None of these describes my role
2020,Project Manager,Scientist
2020,Project Manager,Developer
2020,Project manager,Developer
2020,Project Manager Executive,Analyst
2020,Project Manager/ Quantitative Specialist,Analyst
2020,Project Officer/Research Assistant,
2020,Public Health Communications Coordinator,
2020,Quantitative Analyst,Analyst
2020,Quantitative Research Associate,Scientist
2020,Quoting Analyst,Analyst
2020,R and Shiny Developer,Developer
2020,R&D Scientist,
2020,R&I specialist,
2020,Reading Intervention Coach,"Leadership (Manager, Director, VP, etc.)"
2020,Report developer,Analyst
2020,Reporting Analyst,Analyst
2020,Reporting and Data Analyst,Analyst
2020,Reporting and Visualisation Manager,Developer
2020,Research & Evaluation Manager,Analyst
2020,Research & Evaluation Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Research Analyst,Analyst
2020,Research Analyst,Analyst
2020,Research Analyst,Analyst
2020,Research Analyst,Analyst
2020,Research Analyst,Analyst
2020,Research Analyst,Analyst
2020,Research analyst,Analyst
2020,Research Analyst,Analyst
2020,Research Analyst/ Asst. Professor,Analyst
2020,Research and data analytics manager,Analyst
2020,Research and Development Staff,Scientist
2020,Research Area Specialist,Analyst
2020,Research assistant,Analyst
2020,Research assistant,Academic/Teacher
2020,Research Assistant,Academic/Teacher
2020,Research Assistant,Analyst
2020,Research Assistant,Scientist
2020,Research assistant,Analyst
2020,Research Assistant,Student
2020,Research Associate,Scientist
2020,Research Associate,Cartographer
2020,Research Associate,Analyst
2020,Research Associate,Academic/Teacher
2020,Research Associate,Analyst
2020,Research Associate,Scientist
2020,Research Associate,Academic/Teacher
2020,Research Associate,"Leadership (Manager, Director, VP, etc.)"
2020,Research Associate,Developer
2020,Research Associate of Data Science,Analyst
2020,Research Chair,Academic/Teacher
2020,Research Consultant,Analyst
2020,Research Coordinator,Analyst
2020,Research Data Analyst,Analyst
2020,Research Data Analyst,Analyst
2020,Research engineer,Academic/Teacher
2020,Research Fellow,Analyst
2020,"Research Fellow, Senior Lecturer",Analyst
2020,Research Intern,Designer
2020,Research Manager,Analyst
2020,Research Manager,
2020,Research Manager,Analyst
2020,Research Manager/Data Analyst,Analyst
2020,Research Officer,Analyst
2020,Research Programmer,Developer
2020,Research Scientist,Analyst
2020,Research Scientist,Scientist
2020,Research scientist,Academic/Teacher
2020,Research Scientist,Analyst
2020,"Research Scientist, Project Lead, and Graduate Research Assistant","Leadership (Manager, Director, VP, etc.)"
2020,Research Social Planner,Analyst
2020,Research Software Engineer,Engineer
2020,Research Specialist,Scientist
2020,Research Staff Member,Analyst
2020,Research Support Technician,Scientist
2020,Researcher,Scientist
2020,Researcher,Analyst
2020,researcher,Analyst
2020,Researcher,Scientist
2020,researcher,Scientist
2020,Researcher,Analyst
2020,Researcher,Academic/Teacher
2020,researcher,
2020,Researcher in data visualization,Academic/Teacher
2020,Resource Geologist,Engineer
2020,Retired Biostatistician,
2020,Risk Analyst,Analyst
2020,Sales Manager,Student
2020,Scientific data manager,Scientist
2020,Scientific Data manager and visualisation,Scientist
2020,Scientific employee,Student
2020,Scientific Operations Systems Specialist,Designer
2020,Scientific Software Developer,
2020,Scientific Strategic Planner,"Leadership (Manager, Director, VP, etc.)"
2020,Scientist,Scientist
2020,Scientist,Academic/Teacher
2020,Scientist / Data Visualization Designer,Designer
2020,Section head of a Department,Analyst
2020,Security Strategist,Engineer
2020,Senior Accountant,
2020,Senior Analyst,Analyst
2020,senior analyst,
2020,Senior Analyst,Analyst
2020,Senior Analyst,Analyst
2020,Senior Analyst,Analyst
2020,Senior Analyst,Analyst
2020,Senior Analyst,Analyst
2020,Senior Analyst,Analyst
2020,Senior Analyst/Programmer,Developer
2020,Senior Analytics and Business intelligence Specialist,Developer
2020,Senior Analytics Coach,Teacher
2020,Senior Associate,Analyst
2020,Senior Associate,None of these describes my role
2020,Senior Associate Director of Intellectual Capital,Journalist
2020,Senior Associate Technology,Developer
2020,Senior Associate: Communications and Evaluation,Analyst
2020,Senior BI Analyst,
2020,Senior BI Consultant,
2020,Senior Business Analyst,Student
2020,Senior Business Analyst,Engineer
2020,Senior Business Analyst,Analyst
2020,Senior Business Analyst,Developer
2020,Senior Business Analytics Consultant,Analyst
2020,Senior Business Intelligence Analyst,Analyst
2020,Senior Business Intelligence Analyst,Developer
2020,Senior Business Intelligence Analyst,Analyst
2020,Senior Business Intelligence Systems Analyst,Analyst
2020,senior computational biology scientist,Scientist
2020,Senior Consultant,
2020,Senior Consultant,Developer
2020,Senior Consultant,Analyst
2020,Senior Consultant,Analyst
2020,Senior Consultant,Analyst
2020,Senior Consultant and Practice Manager,Analyst
2020,Senior Content Marketing Writer,Journalist
2020,Senior Customer Service and Technical Support Associate,Student
2020,Senior Data Analyst,Analyst
2020,Senior Data Analyst,Analyst
2020,Senior Data Analyst,Analyst
2020,Senior Data Analyst,Analyst
2020,Senior Data Analyst,Analyst
2020,Senior Data and Analytics Consultant,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Data Engineer,Analyst
2020,Senior data scientist,Scientist
2020,Senior Data Scientist,Scientist
2020,Senior Data Scientist,Scientist
2020,Senior Data Scientist,Scientist
2020,Senior Data Scientist,Analyst
2020,Senior Data Scientist,Analyst
2020,Senior Data Visualisation Journalist,Journalist
2020,Senior Data Visualization Designer,Designer
2020,Senior Data Visualization Designer,"Leadership (Manager, Director, VP, etc.)"
2020,Senior data visualization editor,Journalist
2020,Senior data visualization engineer,Developer
2020,Senior Design Architect,Designer
2020,Senior Developer,Developer
2020,Senior Director Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Director of Industry Solutions,"Leadership (Manager, Director, VP, etc.)"
2020,"Senior Director, CIO Data Insights","Leadership (Manager, Director, VP, etc.)"
2020,Senior Evaluator,Analyst
2020,Senior Financial Analyst,Analyst
2020,Senior Financial Analyst,Analyst
2020,Senior Football Physiologist,Scientist
2020,Senior Front End Designer and Developer,Developer
2020,Senior frontend developer,
2020,Senior infographics designer,Journalist
2020,Senior Information Design,Designer
2020,Senior Insight Analyst,Analyst
2020,"Senior Internal Auditor I, Data Analytics",Analyst
2020,senior journalist engineer,Developer
2020,Senior Lead Data Visualization Designer,Designer
2020,Senior lecturer,Academic/Teacher
2020,Senior Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Manager,Scientist
2020,Senior Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Senior manager,Designer
2020,Senior Manager Analytics,Analyst
2020,Senior Manager Customer Advisory,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Marketing Editor,Journalist
2020,Senior Member of Technical Staff,Developer
2020,Senior Operations Analyst,Analyst
2020,Senior Performance Analyst,Analyst
2020,"Senior Planner, Spatial Analysis",None of these describes my role
2020,"Senior Planner, Spatial Analysis",Cartographer
2020,Senior Principal User Experience Designer,Designer
2020,Senior Principle Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Product Designer,Designer
2020,Senior Product Designer,Designer
2020,Senior Program & Data Specialist,Analyst
2020,Senior Programmer Analyst,Engineer
2020,Senior Project Manager,None of these describes my role
2020,Senior Research Analyst,Analyst
2020,Senior Research Analyst,Analyst
2020,Senior Research Analyst,Analyst
2020,Senior Research Analyst,Analyst
2020,Senior Research and Learning Specialist,Analyst
2020,Senior Research and Planning Analyst,Analyst
2020,Senior Research Assistant,Academic/Teacher
2020,Senior Research Associate,Analyst
2020,Senior Research Fellow,Scientist
2020,Senior Research Methodologist,Designer
2020,Senior Research Scientist,Scientist
2020,Senior Research Staff,Scientist
2020,Senior Researcher,Analyst
2020,Senior Scientist,Scientist
2020,Senior Scientist,Scientist
2020,Senior Scientist,Engineer
2020,Senior Scientist,Scientist
2020,Senior Scientist,Analyst
2020,Senior Security Engineer,Engineer
2020,Senior Software Engineer,Engineer
2020,Senior software engineer,Engineer
2020,Senior Software Engineer,Engineer
2020,senior software engineer,Developer
2020,Senior Software Engineer,Engineer
2020,Senior Software Engineer,Developer
2020,Senior Systems Analyst,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Systems Analyst,Analyst
2020,Senior Technologist,None of these describes my role
2020,Senior User Experience Designer,
2020,Senior User Experience Designer,Journalist
2020,senior ux designer,Journalist
2020,Senior UX Researcher,Scientist
2020,Senior Vice President and Director Statistics and Data Science,"Leadership (Manager, Director, VP, etc.)"
2020,Senior Visual Analytics Consultant,Designer
2020,Senior visual journalist,
2020,Senior web developer,Developer
2020,SEO Program Manager,None of these describes my role
2020,Service Delivery Leader Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,Social Science Research Analys,Analyst
2020,Sociologist,Analyst
2020,Software Developer,Student
2020,Software Developer,Engineer
2020,Software Developer,Developer
2020,Software Developer,Developer
2020,software developer,Engineer
2020,Software developer / bioinformatician,Developer
2020,Software Development Analyst,Developer
2020,Software Development Scientist / Research Software Engineer,Scientist
2020,Software Engineer,Engineer
2020,Software Engineer,Developer
2020,Software Engineer,Engineer
2020,Software Engineer,
2020,Software Engineer,Engineer
2020,software engineer,
2020,Software Engineer,
2020,Software Engineer,Developer
2020,Software Engineer,Engineer
2020,Software Engineer,Developer
2020,Software Engineer,Engineer
2020,Software Engineer,
2020,Software Engineer,Engineer
2020,Software Engineer / UX Designer,Student
2020,Software Engineer and Data Visualisation Developer,Developer
2020,Software Pre-sales,
2020,Solution Architect,"Leadership (Manager, Director, VP, etc.)"
2020,Solution architect,Designer
2020,Solution Architect,Analyst
2020,Solution Architect,Developer
2020,Solutions Architect,Engineer
2020,Solutions Architect,"Leadership (Manager, Director, VP, etc.)"
2020,Spatial Data Scientist,Scientist
2020,Specialist,Academic/Teacher
2020,"Specialist, teacher",Academic/Teacher
2020,Sport Data Scientist,Engineer
2020,Sr Analytics Engineer,Engineer
2020,Sr Data Analyst,Analyst
2020,Sr Data Analyst Supply Chain,Analyst
2020,Sr Data Scientist,Developer
2020,Sr Data Visualization Design Engineer,Developer
2020,"Sr Manager, Program Management","Leadership (Manager, Director, VP, etc.)"
2020,"Sr Manager, Program Management",
2020,Sr Software Engineer,Engineer
2020,Sr UX Designer,Designer
2020,Sr. Business Intelligence Developer,Developer
2020,Sr. Data Analyst,Analyst
2020,Sr. Data Architect,Analyst
2020,Sr. Data Product Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Sr. Data Scientist,Analyst
2020,Sr. Data visualization engineer,Engineer
2020,Sr. Digital & Marketing Analyst,"Leadership (Manager, Director, VP, etc.)"
2020,"Sr. Director, Data Visualization","Leadership (Manager, Director, VP, etc.)"
2020,Sr. Medical and Clinical Advisor,Scientist
2020,Sr. Product Designer,Designer
2020,Sr. Program Manager,Analyst
2020,Sr. Software Engineer II,Engineer
2020,Sr. Strategic Data Analyst,Analyst
2020,Sr. Technical Writer,Developer
2020,Staff Software Engineer,Engineer
2020,staff software engineer,
2020,Staff Writer,Journalist
2020,Statistian lecturer,Teacher
2020,Statistical editor,None of these describes my role
2020,Statistician,Analyst
2020,Statistician,Analyst
2020,Statistician,Analyst
2020,Statistician,Analyst
2020,Statistician,Analyst
2020,Statistician/Data Scientist,Scientist
2020,Storyteller,"Leadership (Manager, Director, VP, etc.)"
2020,strategic contracts manager,"Leadership (Manager, Director, VP, etc.)"
2020,Strategic Research Analyst,"Leadership (Manager, Director, VP, etc.)"
2020,Student,Student
2020,Student,Academic/Teacher
2020,Student,Developer
2020,Student,Student
2020,Student,Student
2020,Student,Student
2020,student,Analyst
2020,Student,Student
2020,Student,Student
2020,Student,Student
2020,Student,Academic/Teacher
2020,Student,Student
2020,Student,Student
2020,Student,Analyst
2020,Student,Student
2020,Student,Analyst
2020,Student,Student
2020,Student,Student
2020,Student,Student
2020,Student,Analyst
2020,Student,Student
2020,Student,Student
2020,student,Student
2020,Student / Data Journalist,Student
2020,Student data analysis,"Leadership (Manager, Director, VP, etc.)"
2020,Supervisor,None of these describes my role
2020,Supervisor for Data and Assessment,"Leadership (Manager, Director, VP, etc.)"
2020,Support Engineer,Journalist
2020,Support systems analyst,Student
2020,System Analyst,Analyst
2020,System Engineer,Student
2020,Tableau Developer,Analyst
2020,Tableau Developer,Analyst
2020,Talent Operations & Strategy Senior Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Teacher,
2020,Teacher,Academic/Teacher
2020,Teaching Assistant,Student
2020,Teaching assistant/MPH candidate,Student
2020,Team lead graphics,Designer
2020,Team Manager,
2020,Tech Lead,Analyst
2020,Tech Manager,
2020,Technical Lead (Data Visualization),Designer
2020,Technical Program Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Technical Program Manager,"Leadership (Manager, Director, VP, etc.)"
2020,Technical Specialist,
2020,Technician Researcher,Scientist
2020,Technology Analyst,Engineer
2020,Technology Learning & Development,"Leadership (Manager, Director, VP, etc.)"
2020,Testing/Assessment Specialist and Data Systems,"Leadership (Manager, Director, VP, etc.)"
2020,"The two titles I've held in the past year are: senior data visualization engineer, UX Developer",Engineer
2020,Trainee Consulting Analyst,Analyst
2020,Trainer,Teacher
2020,Trainer,Teacher
2020,Training Coordinator,Analyst
2020,UI / UX Engineer,Engineer
2020,ui/ux & information designer,
2020,UI/UX designer & research associate,Designer
2020,Undergraduate student,Student
2020,Unemployed,Designer
2020,Unemployed,
2020,Unemployed,None of these describes my role
2020,Unemployed,
2020,unemployed,Academic/Teacher
2020,unemployed,Analyst
2020,User Experience Designer,Designer
2020,User Researcher,Designer
2020,User Researcher,Designer
2020,UX / UI Designer,Designer
2020,UX + Dataviz Designer,Designer
2020,UX and Data Visualization Designer,Designer
2020,UX Architect,Academic/Teacher
2020,UX Architect,Designer
2020,ux architect & sr developer,Designer
2020,UX Designer,Designer
2020,ux designer,Student
2020,UX Designer,Designer
2020,UX DESIGNER,Designer
2020,UX designer,Designer
2020,UX designer,Designer
2020,UX Manager,"Leadership (Manager, Director, VP, etc.)"
2020,ux manager,
