surveyYear,JobTitle__,RoleMultichoice
2019,Head of Data Science,"Leadership (Manager, Director, VP, etc.)"
2019,Head of Data Visualisation,Analyst
2019,Head of Data Visualization,None of these describes my role
2019,Head of Data Visualization Design,"Leadership (Manager, Director, VP, etc.)"
2019,"Head of GIS & Integrated Services (BI, SharePoint, CRM & eDMS)","Leadership (Manager, Director, VP, etc.)"
2019,Head of Insight,"Leadership (Manager, Director, VP, etc.)"
2019,Head of molecular modeling & cheminformatics,"Leadership (Manager, Director, VP, etc.)"
2019,Head of Operational Excellence,"Leadership (Manager, Director, VP, etc.)"
2019,Head of Strategic Intelligence,"Leadership (Manager, Director, VP, etc.)"
2019,Head of waste water treatment plants,"Leadership (Manager, Director, VP, etc.)"
2019,Health Care Administrator,"Leadership (Manager, Director, VP, etc.)"
2019,Health Educator,None of these describes my role
2019,Health Information Analyst,Analyst
2019,HIV and Hepatitis C Testing Coordinator,None of these describes my role
2019,HR Coordinator,Analyst
2019,HR Systems & Data Manager,None of these describes my role
2019,I wish i knew! I guess Frontend Developer would fit but this is only simplification. I worked as Project Manager most of the time,Developer
2019,Imagineer,Designer
2019,Immunologist,Scientist
2019,Impact Analyst,Scientist
2019,Impact and Evaluation Manager,Analyst
2019,Information Analyst,Analyst
2019,Information Analyst,Analyst
2019,Information Analyst,Analyst
2019,Information Analyst,Designer
2019,Information and Communications Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Information Design Manager,Designer
2019,information designer,Designer
2019,Information designer,Designer
2019,Information Designer,Designer
2019,Information designer,Designer
2019,information designer,Designer
2019,information designer,Designer
2019,Information Designer,Designer
2019,Information designer,Designer
2019,Information designer,Designer
2019,Information designer,Designer
2019,information designer,Designer
2019,Information Management,"Leadership (Manager, Director, VP, etc.)"
2019,Innovation manager,Engineer
2019,Insight Analyst,Analyst
2019,Insights Analyst,Analyst
2019,Insights Analyst,Analyst
2019,Institutional Research Analyst,Analyst
2019,Institutional Research Analyst,Analyst
2019,Institutional Researcher,Analyst
2019,Instructional Designer and Research Associate,Analyst
2019,Instructor,Academic
2019,Integration Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Interaction designer,Designer
2019,Interaction Designer,Designer
2019,Interactive Project Manager,Analyst
2019,Interactive Storytelling Developer,Developer
2019,Interim Head of Resources and Analytics,Analyst
2019,Intern,Student
2019,It architect,Engineer
2019,IT Intern,Analyst
2019,It responsible data & analytics,"Leadership (Manager, Director, VP, etc.)"
2019,JavaScript Developer,Developer
2019,Journalist,None of these describes my role
2019,Journalist,None of these describes my role
2019,journo-dev,None of these describes my role
2019,Jr. BI Analyst,Analyst
2019,Jr. Journalist Engineer,None of these describes my role
2019,Junior Advisor,Analyst
2019,junior consultant,Engineer
2019,Junior Data Analyst,Analyst
2019,Junior Data Analyst,Analyst
2019,Junior Data Quality Analyst,Analyst
2019,Junior Investigator,Analyst
2019,Just finished a Ph.D.,Student
2019,Knowledge Translation Specialist,Designer
2019,Landman,"Leadership (Manager, Director, VP, etc.)"
2019,Lead Analyst,Analyst
2019,Lead analyst,Analyst
2019,lead analyst,Analyst
2019,Lead analytics engineer,Developer
2019,Lead Business Intelligence Developer,Developer
2019,Lead Business Intelligence Developer,"Leadership (Manager, Director, VP, etc.)"
2019,Lead Data Developer,Analyst
2019,Lead Data Visualization,Engineer
2019,Lead developer,Developer
2019,Lead Developer,Developer
2019,Lead editor,"Leadership (Manager, Director, VP, etc.)"
2019,Lead Front-end Developer,Developer
2019,lead researcher and editor,None of these describes my role
2019,Lead Software Engineer,Developer
2019,Lead software engineer,Engineer
2019,Lead Solution Strategist,Developer
2019,Lead specialist Planning/Scheduling,Engineer
2019,Lead UX Designer,Designer
2019,Leader Enterprise Data Strategy,Scientist
2019,Lecturer,Academic
2019,Lecturer,Academic
2019,Lecturer,Academic
2019,Lecturer,Academic
2019,Lecturer,Analyst
2019,lecturer,Scientist
2019,Librarian,Academic
2019,Logistics and Fulfilment Manager,Analyst
2019,main specialist,Engineer
2019,Management Analyst,Analyst
2019,Management Analyst,Analyst
2019,Manager,Analyst
2019,Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Manager Customer Insights and Analytics,Analyst
2019,Manager of Data Science,"Leadership (Manager, Director, VP, etc.)"
2019,"Manager, Analytics Solutions","Leadership (Manager, Director, VP, etc.)"
2019,"Manager, Communications & Ecommerce","Leadership (Manager, Director, VP, etc.)"
2019,"Manager, Decision Analytics and Insights",Analyst
2019,"Manager, HR Visual Analytics","Leadership (Manager, Director, VP, etc.)"
2019,Manager: Assessment & Analysis,"Leadership (Manager, Director, VP, etc.)"
2019,Managing Director,Designer
2019,Managing Director,"Leadership (Manager, Director, VP, etc.)"
2019,Managing Director,"Leadership (Manager, Director, VP, etc.)"
2019,Managing Editor,"Leadership (Manager, Director, VP, etc.)"
2019,Market analytics leader,Analyst
2019,Market intelligence specialist,Scientist
2019,Market Research Analyt,Analyst
2019,Marketing & Analytics Manager,None of these describes my role
2019,Marketing & Communication,Designer
2019,Marketing analyst,Analyst
2019,Marketing Analyst,Analyst
2019,Marketing and Admissions Coordinator,Analyst
2019,Marketing and Brand Manager,Analyst
2019,Marketing Manager,Designer
2019,Marketing Specialist,Analyst
2019,Master’s student,Student
2019,Md,"Leadership (Manager, Director, VP, etc.)"
2019,Mgr Development Business Ops Data,"Leadership (Manager, Director, VP, etc.)"
2019,MI analyst,Analyst
2019,Mission Analytics Consultant,Developer
2019,Monitoring and Evaluation Manager,Analyst
2019,Monitoring Meteorologist,Analyst
2019,MR Consultant,Analyst
2019,Multimedia Editor,Developer
2019,Multimedia Journalist,Designer
2019,N/A,Developer
2019,n/a,None of these describes my role
2019,NA,Student
2019,National DIR of SE Operations,"Leadership (Manager, Director, VP, etc.)"
2019,Natural Resources Specialist,Scientist
2019,Network Science Ph.D. Candidate,Scientist
2019,News Apps Developer,Developer
2019,News artist,Designer
2019,Non Aeronautical Marketing,Analyst
2019,None,Analyst
2019,None— run a company so I make up whatever I feel like in the moment :),None of these describes my role
2019,Nuclear engineer,Engineer
2019,Oceanographer,Academic
2019,Operations - Records Management,Analyst
2019,Operations Analyst,Analyst
2019,Operations Manager,"Leadership (Manager, Director, VP, etc.)"
2019,ORISE (Research) Fellow,Analyst
2019,Owner,"Leadership (Manager, Director, VP, etc.)"
2019,Partner,"Leadership (Manager, Director, VP, etc.)"
2019,Partner/Consultant,"Leadership (Manager, Director, VP, etc.)"
2019,People Analytics,Analyst
2019,Performance Analyst,Analyst
2019,Ph. D. Researcher,Academic
2019,PhD Candidate,Academic
2019,PhD candidate,Academic
2019,PhD Candidate,Scientist
2019,Phd Student,Academic
2019,PhD Student,Academic
2019,PhD student,Academic
2019,Phd student,Academic
2019,PhD student,Academic
2019,PhD Student,Academic
2019,PhD Student,Analyst
2019,PhD student,Scientist
2019,phd student,Scientist
2019,PhD student,Scientist
2019,PhD student,Scientist
2019,PhD Student,Scientist
2019,PhD student,Scientist
2019,Phd student,Scientist
2019,PhD Student,Scientist
2019,PhD Student,Scientist
2019,PhD student,Student
2019,PhD Student,Student
2019,PhD Student,Student
2019,PhD Student,Student
2019,PhD Student,Student
2019,physician,Scientist
2019,Physician in clinical research,Scientist
2019,Platform Engineering Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Policy analyst,Analyst
2019,Post Doctoral Research Fellow,Scientist
2019,Post-doctoral research fellow,Scientist
2019,Postdoc,Scientist
2019,Postdoc Research Fellow,Academic
2019,Postdoctoral Research Fellow,Academic
2019,Postdoctoral researcher,Scientist
2019,postdoctoral researcher,Scientist
2019,Postdoctoral researcher,Scientist
2019,Postdoctoral researcher,Scientist
2019,Postdoctoral researcher,Scientist
2019,Postdoctoral researcher,Scientist
2019,Postmate/college student,Student
2019,Predictive Data Analytics Analyst,Analyst
2019,Presales consultant,None of these describes my role
2019,Presentation designer,Designer
2019,President,Designer
2019,President,"Leadership (Manager, Director, VP, etc.)"
2019,President & Adjunct Professor,None of these describes my role
2019,President & CEO,Analyst
2019,President at Disaster Intelligence,"Leadership (Manager, Director, VP, etc.)"
2019,Principal,"Leadership (Manager, Director, VP, etc.)"
2019,Principal,"Leadership (Manager, Director, VP, etc.)"
2019,Principal,"Leadership (Manager, Director, VP, etc.)"
2019,Principal,"Leadership (Manager, Director, VP, etc.)"
2019,Principal,None of these describes my role
2019,Principal,Scientist
2019,Principal analyst,Analyst
2019,Principal Architect/Lead,Engineer
2019,Principal Busines Analyst,Developer
2019,Principal Consultant,Analyst
2019,Principal Consultant,"Leadership (Manager, Director, VP, etc.)"
2019,Principal Consultant,"Leadership (Manager, Director, VP, etc.)"
2019,Principal Data Scientist,Scientist
2019,Principal Data Scientist,Scientist
2019,Principal Data Visualization Designer,Designer
2019,Principal Design Researcher,Designer
2019,Principal Designer,Designer
2019,Principal R&D Engineer,Engineer
2019,Principal Research Analyst/Institutional Analyst 5,Analyst
2019,Product Analyst,Analyst
2019,Product Analyst,Analyst
2019,Product Analyst,Analyst
2019,Product Design Manager / Senior Product Designer,Designer
2019,Product Designer,Designer
2019,Product Designer,Designer
2019,Product Designer,Designer
2019,Product Manager,Engineer
2019,Product Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Product Owner,"Leadership (Manager, Director, VP, etc.)"
2019,Product Owner,"Leadership (Manager, Director, VP, etc.)"
2019,Professional research assistant,Scientist
2019,Professor,Academic
2019,Professor,Academic
2019,professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,Professor,Academic
2019,Professor,Designer
2019,Professor of Analytics & Visualization,Academic
2019,Professor of Architecture,Academic
2019,Professor of Biostatistics & Epidemiology,Academic
2019,Professor of Physics,Academic
2019,Professor of Social Statistics,Academic
2019,Program Director,"Leadership (Manager, Director, VP, etc.)"
2019,Program Evaluator,Analyst
2019,Program Evaluator,Analyst
2019,Program Evaluator,None of these describes my role
2019,Program Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Program Manager,None of these describes my role
2019,Programmer,Engineer
2019,Project Coordinator,"Leadership (Manager, Director, VP, etc.)"
2019,Project lead,Developer
2019,Project Manager,Analyst
2019,Project Manager,"Leadership (Manager, Director, VP, etc.)"
2019,project manager,Scientist
2019,Project manager,Scientist
2019,QI Analyst,Analyst
2019,Quality Analyst,Analyst
2019,Quality Engineering Manager,Engineer
2019,Quality improvement Project Manager,Analyst
2019,Quantitative Research,Engineer
2019,Quantitative Research Associate,Academic
2019,Radio Producer,Student
2019,Recruiting Operations & Talent Analytics Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Reliability manager,Engineer
2019,Report developer,Developer
2019,Reporter,Designer
2019,Reporter,None of these describes my role
2019,Reporting Specialist,Analyst
2019,Reports Coordinator/Analyst,Analyst
2019,Research,Analyst
2019,Research & Project Manager,Analyst
2019,Research Analyst,Analyst
2019,Research Analyst,Analyst
2019,Research Analyst,Analyst
2019,Research Analyst,Analyst
2019,Research Analyst & Coordinator,Academic
2019,Research and Program Evaluation Coordinator,None of these describes my role
2019,Research and Publication Manager,Scientist
2019,Research assistant,Academic
2019,Research Assistant,Academic
2019,Research Assistant,Analyst
2019,Research Assistant,Analyst
2019,research assistant,Scientist
2019,Research Assistant,Student
2019,Research Assoc,Scientist
2019,Research Associate,Analyst
2019,Research Associate,Scientist
2019,Research Associate,Scientist
2019,Research Associate,Scientist
2019,Research Associate,Scientist
2019,Research Associate,Scientist
2019,Research associate,Scientist
2019,Research Associate,Student
2019,Research Associate Faculty,Developer
2019,Research Data Analyst,Analyst
2019,Research Data Analyst,Analyst
2019,Research Developer,Academic
2019,Research Engineer,Academic
2019,Research Engineer,Developer
2019,Research Engineer,Engineer
2019,Research Engineer,Scientist
2019,Research Fellow,Academic
2019,Research Fellow,Scientist
2019,Research fellow,Scientist
2019,Research Manager,Analyst
2019,Research Programmer,Scientist
2019,Research Scientist,Academic
2019,Research Scientist,Scientist
2019,Research Scientist,Scientist
2019,Research Scientist,Scientist
2019,Research scientist,Scientist
2019,Research Software Engineer,Academic
2019,Research Specialist,Scientist
2019,Research support technician,Scientist
2019,Researcher,Academic
2019,Researcher,Academic
2019,Researcher,Academic
2019,Researcher,Academic
2019,Researcher,Academic
2019,Researcher,Analyst
2019,Researcher,Analyst
2019,Researcher,Analyst
2019,Researcher,Analyst
2019,Researcher,Engineer
2019,Researcher,Scientist
2019,researcher,Scientist
2019,Researcher,Scientist
2019,Researcher,Scientist
2019,Researcher,Scientist
2019,Researcher and teacher,Academic
2019,Researcher in urban planning and transportation,Engineer
2019,Reservoir Engineer,Engineer
2019,Resource Planning Analyst,Developer
2019,Sales Engineer,Engineer
2019,Science Communicator,Analyst
2019,Science Data Visualization Analyist/Software Engineer,Developer
2019,Science Planning Officer,Analyst
2019,Science writer,None of these describes my role
2019,scientific assistant,Scientist
2019,scientific data specialist,Scientist
2019,Scientific Leader,Scientist
2019,Scientific researcher,Scientist
2019,Scientist,Academic
2019,Scientist,Scientist
2019,Scientist,Scientist
2019,Se. Director Analytics,"Leadership (Manager, Director, VP, etc.)"
2019,Senior 2 business intelligence,None of these describes my role
2019,Senior advisor,Analyst
2019,Senior Analyst,Analyst
2019,Senior Analyst,Analyst
2019,Senior analyst,Analyst
2019,Senior Analyst,Analyst
2019,Senior Analyst,Analyst
2019,Senior Analyst & Tableau Developer,Analyst
2019,"Senior Analyst, Business Intelligence & Insights",Analyst
2019,Senior Analytics and Data Visualization Consultant,"Leadership (Manager, Director, VP, etc.)"
2019,Senior Analytics Consultant,Scientist
2019,Senior Associate,Analyst
2019,Senior Associate / Project Manager for Program Evaluation,Analyst
2019,"Senior Associate, Talent Analytics",Analyst
2019,Senior Business Analyst,Analyst
2019,Senior business analytics consultant,Scientist
2019,Senior Business Intelligence Analyst,Analyst
2019,Senior Consultant,Analyst
2019,Senior Consultant,Analyst
2019,Senior Consultant,Analyst
2019,Senior Consultant,Developer
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior Data Analyst,Analyst
2019,Senior data and design researcher,Academic
2019,Senior data and research analyst,Analyst
2019,Senior Data Architect,Designer
2019,Senior Data Scientist,Analyst
2019,Senior data scientist,Analyst
2019,Senior data scientist,Analyst
2019,Senior Data Scientist,Developer
2019,Senior Data Scientist,Engineer
2019,senior data scientist,Scientist
2019,Senior Data Scientist I,Developer
2019,Senior Data Visualisation Developer,Developer
2019,Senior Data Visualization Designer,Designer
2019,Senior Data Visualization Develop,Developer
2019,Senior Data Visualization Engineer,Designer
2019,Senior Data Visualization Engineer,Developer
2019,Senior Data Visualization Engineer,Engineer
2019,Senior Data Visualization Engineer,Engineer
2019,Senior Data Visualization Engineer,Engineer
2019,Senior Data Visualization Scientist,Developer
2019,Senior Designer,Designer
2019,Senior Designer,Designer
2019,Senior Digital Data Analyst,Analyst
2019,"Senior Director, Analytics","Leadership (Manager, Director, VP, etc.)"
2019,Senior editor,Designer
2019,Senior Editor,None of these describes my role
2019,Senior Financial Analyst,Analyst
2019,senior front end developer / product designer,Developer
2019,Senior Frontend Engineer / Senior Product Designer,Designer
2019,Senior Geospatial Analyst,Analyst
2019,Senior Graphic Designer,Designer
2019,Senior Information Analyst,Analyst
2019,Senior Insight Analyst,Analyst
2019,Senior Insights Analyst,Analyst
2019,Senior Interaction Designer,Designer
2019,Senior Lead Data Visualization Designer,Designer
2019,Senior Manager,Analyst
2019,Senior Manager Commercial Optimization,"Leadership (Manager, Director, VP, etc.)"
2019,Senior Manager for Information Architecture,Designer
2019,Senior Manager Risk Modelling,Analyst
2019,"Senior Manager, Enteprise Data Services","Leadership (Manager, Director, VP, etc.)"
2019,Senior Motion Designer,Designer
2019,Senior Operations Analyst,Analyst
2019,Senior performance analyst,Analyst
2019,Senior presentation designer,Designer
2019,Senior Product Design Lead,Designer
2019,Senior Product Support,None of these describes my role
2019,Senior project manager,Analyst
2019,Senior project manager,"Leadership (Manager, Director, VP, etc.)"
2019,"Senior Project Manager, Research & Evaluation",None of these describes my role
2019,Senior Psychometrician,Analyst
2019,Senior Quantitative Analyst,Analyst
2019,Senior Reporting Analyst,Analyst
2019,Senior researcher,Analyst
2019,Senior researcher,Analyst
2019,senior researcher,Scientist
2019,Senior Researcher,Scientist
2019,Senior Software Developer,Developer
2019,senior software engineer,Developer
2019,Senior Software Engineer,Developer
2019,Senior Software Engineer,Engineer
2019,Senior Software Engineer,Engineer
2019,Senior Software Engineer,Engineer
2019,Senior Software Engineer,Engineer
2019,Senior Software Test Engineer,Engineer
2019,Senior Solutions Consultant,Analyst
2019,Senior Technical Analyst,Analyst
2019,Senior technical consultant,Engineer
2019,Senior tunnel engineer,Engineer
2019,Senior User Experience Designer,Designer
2019,Senior UX Designer,Designer
2019,Senior Vice President,"Leadership (Manager, Director, VP, etc.)"
2019,Senior Visual Designer,Designer
2019,Senior Visualization Developer,Developer
2019,Senior Web & Database developer,Developer
2019,SEO Strategist,Analyst
2019,SEO Strategist,Analyst
2019,SFE Senior Analyst,Analyst
2019,Social Media & Marketing Specialist,Designer
2019,Sociologist MG. In Statistics,Scientist
2019,Software Developer,Developer
2019,Software developer,Developer
2019,Software Developer,Developer
2019,Software Developer,Developer
2019,Software Developer,Developer
2019,Software Developer,Developer
2019,Software engeneer,Engineer
2019,Software engineer,Developer
2019,software engineer,Developer
2019,software engineer,Developer
2019,Software Engineer,Developer
2019,software engineer,Developer
2019,Software Engineer,Developer
2019,Software Engineer,Developer
2019,Software Engineer,Engineer
2019,software engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer,Engineer
2019,Software Engineer / Data Scientist,Engineer
2019,Software Engineer Freelancer,Engineer
2019,Software Engineer II,Engineer
2019,Soil scientist,Scientist
2019,Sole Proprietor/Owner,Analyst
2019,Solution Designer,Developer
2019,Specialist,Analyst
2019,Sports Data Scientist,Analyst
2019,Sr business intelligence developer,Developer
2019,Sr Data Analyst,Analyst
2019,Sr Data Visualization Engineer and Designer,Engineer
2019,Sr Dir Machine Learning,"Leadership (Manager, Director, VP, etc.)"
2019,Sr Manager Business Analytics,Analyst
2019,Sr Software Developer,Developer
2019,Sr Staff Software Engineer,Engineer
2019,"Sr UX Prototyper, Data Visualization",None of these describes my role
2019,Sr. BI Report Writer,Developer
2019,Sr. Business Applications Analyst,Analyst
2019,Sr. Data Visualization Analyst,Analyst
2019,Sr. Data Visualization and Analytics Consultant,Analyst
2019,Sr. Data Visualization Consultant,Developer
2019,Sr. Data Visualization Engineer,Engineer
2019,Sr. Director,"Leadership (Manager, Director, VP, etc.)"
2019,Sr. Programmer/Analyst,Developer
2019,Sr. Software Engineer II,Engineer
2019,Sr. UX Research and Design,Academic
2019,Statistical Officer,Analyst
2019,Statistician,Academic
2019,Strategic Data Design Officer,Analyst
2019,Strategic Policy Branch Chief (Army),"Leadership (Manager, Director, VP, etc.)"
2019,student,Analyst
2019,student,Scientist
2019,Student,Student
2019,student,Student
2019,student,Student
2019,student,Student
2019,Student,Student
2019,Student,Student
2019,Student,Student
2019,student,Student
2019,student,Student
2019,Student,Student
2019,Student,Student
2019,Student in information design,Student
2019,Student vice-president,"Leadership (Manager, Director, VP, etc.)"
2019,"Student, previously a data viz specialist",Designer
2019,Sub-editor,Designer
2019,Sub-editor,Designer
2019,Substance Abuse Prevention Epidemiologist,Analyst
2019,Supervising scientist,Scientist
2019,Supervisor of Analytics,"Leadership (Manager, Director, VP, etc.)"
2019,Supply Chain Planner,Analyst
2019,Support Analyst,None of these describes my role
2019,Support Scientist,Scientist
2019,System Analyst,"Leadership (Manager, Director, VP, etc.)"
2019,Systems Engineer,Engineer
2019,Systems Engineer,Engineer
2019,Tableau Developer,Analyst
2019,Tableau Developer,Developer
2019,Tableau Developer,Engineer
2019,Tableau expert,"Leadership (Manager, Director, VP, etc.)"
2019,teacher,Academic
2019,Teacher,Academic
2019,teacher,Scientist
2019,Teacher/Student Data Analysis,Academic
2019,Team leader,Analyst
2019,Technical Advisor,Analyst
2019,Technical Advisor,Designer
2019,Technical Advisor,None of these describes my role
2019,Technical Director,Developer
2019,Technical Lead,Developer
2019,Technical Lead,Engineer
2019,Technical Research Assistant,Engineer
2019,Technical Secretary,"Leadership (Manager, Director, VP, etc.)"
2019,Technician,"Leadership (Manager, Director, VP, etc.)"
2019,Technology Coordinator,None of these describes my role
2019,Test engineer,Engineer
2019,Testing/Assessment Specialist and Data Systems,"Leadership (Manager, Director, VP, etc.)"
2019,Trainer & founder (entrepreneur),Scientist
2019,Training Lead,Analyst
2019,UI Widget developer,Developer
2019,unemployed,None of these describes my role
2019,Unemployed (recent graduate),Student
2019,Unemployed Peon,Analyst
2019,User experience and information designer,Designer
2019,User Experience Researcher,Analyst
2019,UX & Data Visulization,Designer
2019,UX architect,Analyst
2019,UX designer,Designer
2019,UX Designer,Designer
2019,UX designer,Designer
2019,UX Designer and Data Visualization Specialist,Designer
2019,ux developer,Developer
2019,UX Engineer,Developer
2019,"UX Engineer, Data Visualization",Engineer
2019,UX Manager,"Leadership (Manager, Director, VP, etc.)"
2019,uxe,Engineer
2019,Vice President,Scientist
2019,Vice President - Data Science Visualization,"Leadership (Manager, Director, VP, etc.)"
2019,"Vice President, Research","Leadership (Manager, Director, VP, etc.)"
2019,Visual Analytics Consultant,Analyst
2019,Visual Analytics Practice Lead,"Leadership (Manager, Director, VP, etc.)"
2019,visual and interaction designer,Designer
2019,Visual Journalist,Designer
2019,Visual journalist,None of these describes my role
2019,visual reporter,None of these describes my role
2019,visual storyteller,Analyst
2019,Visualisation and Data Analytics Specialist,None of these describes my role
2019,Visualization and Reporting Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Visualization Consultant,Designer
2019,vocateur,None of these describes my role
2019,VP Engineering,"Leadership (Manager, Director, VP, etc.)"
2019,VP of Product Design,"Leadership (Manager, Director, VP, etc.)"
2019,VP Product,"Leadership (Manager, Director, VP, etc.)"
2019,Water Resources Engineer,Scientist
2019,Web Designer,Designer
2019,Web Developer,Developer
2019,Web Developer,Developer
2019,Web developer,Developer
2019,Web Developer,Developer
2019,Workforce Analyst,Analyst
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Academic
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Analyst
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Designer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Developer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,Engineer
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,"Leadership (Manager, Director, VP, etc.)"
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,None of these describes my role
2019,,Scientist
2019,,Scientist
2019,,Scientist
2019,,Scientist
2019,,Student
2019,,Student
2019,,Student
2019,,Student
